Record_ID,Customer_ID_record,Canonical_Customer_ID,Customer_Name,Email,Phone,City,Address,Product_ID,Product_Name,Category,Seller_Name,Quantity,Price_per_item,Discount(%),Shipping_Charges,Final_Price,Payment_Method,Delivery_Status,Order_Date,Customer_Rating,Coupon_Code,Device_Used
R0423,CR6062,C1026,Ravindra K.,ravindrak@mail.in,9.16737E+11,Noida,"Flat 462, Block C, Noida",P2185,Lamp,Groceries,DealHub,4,5952.11,15.82,35,20076.94,COD,Pending,27-06-2025,,FESTIVE20,Laptop
R0424,CR9722,C1033,S. Iyer,siyer@gmail.com,9.19471E+11,Pune,"Flat 413, Block A, Pune",P3696,Cookbook,Home Decor,MegaMart,1,14615.66,27.79,53,10606.97,UPI,Cancelled,15-08-2025,1,,Tablet
R0425,CR7867,C1015,S. Iyer,siyer@shop.in,9.18565E+11,Noida,"Flat 147, Block A, Noida",P1434,Cookbook,Books,ShopKart,2,9176.58,7.59,135,17095.16,Debit Card,Pending,10-02-2025,3,,Mobile
R0426,CR2600,C1068,S. Patel,spatel@ecom.in,9.19834E+11,Noida,"Flat 407, Block D, Noida",P3376,Cookbook,Electronics,MegaMart,3,9665.52,6.68,54,27113.59,Credit Card,Pending,13-01-2025,1,FREESHIP,Tablet
R0427,CR8370,C1072,Amith S.,amiths@mail.in,9.17527E+11,Chennai,"Flat 38, Block E, Chennai",P3619,Lamp,Clothing,DealHub,1,9033.48,15.7,144,7759.22,Credit Card,Cancelled,25-02-2025,5,,Laptop
R0428,CR3126,C1076,Ravi Kumar,ravikumar@shop.in,9.18179E+11,Hyderabad,"Flat 460, Block C, Hyderabad",P3989,Yoga Mat,Electronics,DealHub,3,14575.2,7.95,94,40343.41,Debit Card,Cancelled,22-06-2025,5,NEWUSER10,Mobile
R0429,CR2976,C1072,Kumar Mehta,kumarmehta@mail.in,9.19629E+11,Delhi,"Flat 428, Block A, Delhi",P3945,Face Cream,Beauty,ShopKart,1,4961.71,6.88,37,4657.34,UPI,Cancelled,06-07-2025,4,FREESHIP,Mobile
R0430,CR9283,C1051,Sneha P.,snehap@gmail.com,9.17258E+11,Delhi,"Flat 333, Block B, Delhi",P2998,Yoga Mat,Books,ShopKart,3,13093.57,23.71,54,30021.25,COD,Cancelled,27-03-2025,1,NEWUSER10,Mobile
R0431,CR3268,C1000,Sneha Patel,snehapatel@mail.in,9.18365E+11,Delhi,"Flat 342, Block D, Delhi",P3769,Lamp,Home Decor,DealHub,1,10300.9,26.19,104,7707.09,UPI,Cancelled,04-09-2025,3,NEWUSER10,Laptop
R0432,CR5040,C1070,A. Sharma,asharma@gmail.com,9.18797E+11,Noida,"Flat 263, Block D, Noida",P2380,Shirt,Beauty,DealHub,3,8174.53,16.15,89,20652.03,Debit Card,Pending,21-01-2025,,FESTIVE20,Mobile
R0433,CR9967,C1044,Kumar Mehta,kumarmehta@shop.in,9.17488E+11,Kolkata,"Flat 92, Block C, Kolkata",P2982,Shirt,Beauty,EcomStore,4,4422.11,16.9,58,14757.09,COD,Cancelled,22-08-2025,1,NEWUSER10,Laptop
R0434,CR3840,C1003,Kumar M.,kumarm@mail.in,9.18881E+11,Hyderabad,"Flat 178, Block C, Hyderabad",P2792,Face Cream,Groceries,DealHub,2,8920.33,20.66,90,14244.78,Credit Card,Pending,18-02-2025,1,FESTIVE20,Laptop
R0435,CR3387,C1007,Sanjay I.,sanjayi@ecom.in,9.16781E+11,Delhi,"Flat 452, Block A, Delhi",P2167,Cookbook,Clothing,DealHub,3,9235.59,14.11,12,23809.34,UPI,Cancelled,05-01-2025,5,FESTIVE20,Tablet
R0436,CR6761,C1058,A. Sharma,asharma@ecom.in,9.18729E+11,Delhi,"Flat 286, Block B, Delhi",P1436,Cookbook,Groceries,EcomStore,1,866.88,9.65,104,887.23,COD,Delivered,07-03-2025,1,NEWUSER10,Mobile
R0437,CR8981,C1004,Kumar Mehta,kumarmehta@shop.in,9.17432E+11,Noida,"Flat 84, Block C, Noida",P2044,Yoga Mat,Groceries,ShopKart,3,6612.11,14.42,128,17103.93,COD,Pending,26-01-2025,,FESTIVE20,Tablet
R0438,CR3563,C1017,K. Mehta,kmehta@shop.in,9.16471E+11,Hyderabad,"Flat 133, Block C, Hyderabad",P3553,Face Cream,Books,EcomStore,2,3968.22,28.72,95,5752.09,UPI,Cancelled,08-05-2025,4,FESTIVE20,Laptop
R0439,CR5959,C1068,Sneha Patel,snehapatel@mail.in,9.17282E+11,Chennai,"Flat 399, Block C, Chennai",P3852,Cookbook,Clothing,MegaMart,4,14502.86,19.37,141,46915.62,COD,Cancelled,08-04-2025,2,,Mobile
R0440,CR8245,C1055,Kumar Mehta,kumarmehta@ecom.in,9.19434E+11,Pune,"Flat 352, Block D, Pune",P1078,Wireless Headphones,Groceries,MegaMart,4,5225.03,7.7,16,19306.81,Debit Card,Cancelled,18-09-2025,3,FESTIVE20,Mobile
R0441,CR5076,C1029,Kumar Mehta,kumarmehta@shop.in,9.19768E+11,Pune,"Flat 398, Block D, Pune",P1492,Wireless Headphones,Clothing,ShopKart,3,5931.91,20.01,50,14284.8,UPI,Delivered,13-02-2025,,FESTIVE20,Mobile
R0442,CR6630,C1043,R. Kumar,rkumar@shop.in,9.17268E+11,Bangalore,"Flat 216, Block A, Bangalore",P3857,Shirt,Beauty,DealHub,2,4639.61,9.01,86,8529.16,COD,Delivered,11-07-2025,5,FESTIVE20,Mobile
R0443,CR6667,C1031,Deepa Iyer,deepaiyer@shop.in,9.1874E+11,Delhi,"Flat 230, Block C, Delhi",P1370,Shirt,Home Decor,DealHub,3,4591.42,19.62,127,11198.75,COD,Cancelled,21-02-2025,,,Laptop
R0444,CR3525,C1031,Sanjay Iyer,sanjayiyer@shop.in,9.19569E+11,Hyderabad,"Flat 92, Block A, Hyderabad",P1330,Wireless Headphones,Beauty,ShopKart,3,2607.28,15.19,17,6650.7,COD,Cancelled,20-05-2025,2,FREESHIP,Tablet
R0445,CR5722,C1007,Kumar M.,kumarm@shop.in,9.18271E+11,Lucknow,"Flat 250, Block C, Lucknow",P3355,Shirt,Beauty,MegaMart,2,3941.57,23.97,20,6013.55,Net Banking,Delivered,24-08-2025,4,FREESHIP,Tablet
R0446,CR8414,C1028,Amith S.,amiths@ecom.in,9.16812E+11,Delhi,"Flat 490, Block C, Delhi",P3686,Wireless Headphones,Clothing,EcomStore,3,13178.4,21.9,106,30982.99,Net Banking,Pending,18-06-2025,1,FREESHIP,Tablet
R0447,CR8333,C1058,Diya K.,diyak@gmail.com,9.19129E+11,Hyderabad,"Flat 193, Block A, Hyderabad",P3144,Lamp,Books,DealHub,3,3026.04,5.39,25,8613.81,Net Banking,Pending,12-06-2025,4,,Tablet
R0448,CR4342,C1014,Diya K.,diyak@mail.in,9.17751E+11,Delhi,"Flat 18, Block E, Delhi",P2500,Face Cream,Home Decor,MegaMart,4,14825.41,13.66,4,51205.04,Debit Card,Delivered,17-07-2025,4,FESTIVE20,Mobile
R0449,CR9722,C1027,Kumar M.,kumarm@shop.in,9.16144E+11,Mumbai,"Flat 270, Block D, Mumbai",P1289,Shirt,Books,ShopKart,3,2143.58,25.48,140,4932.19,Credit Card,Delivered,22-07-2025,4,NEWUSER10,Tablet
R0450,CR7443,C1012,A. Sharma,asharma@gmail.com,9.18165E+11,Hyderabad,"Flat 408, Block A, Hyderabad",P2541,Wireless Headphones,Home Decor,EcomStore,3,8078.49,12.31,96,21348.08,UPI,Pending,04-01-2025,3,NEWUSER10,Mobile
R0451,CR6083,C1029,Deepa Iyer,deepaiyer@gmail.com,9.18055E+11,Noida,"Flat 449, Block D, Noida",P3745,Lamp,Groceries,ShopKart,2,13018.71,23.56,5,19908,Net Banking,Delivered,26-02-2025,2,,Laptop
R0452,CR5944,C1050,S. Iyer,siyer@gmail.com,9.18282E+11,Bangalore,"Flat 304, Block E, Bangalore",P2418,Cookbook,Clothing,ShopKart,4,10147.15,11.3,14,36016.09,Net Banking,Cancelled,06-08-2025,,FESTIVE20,Tablet
R0453,CR7190,C1074,Kumar Mehta,kumarmehta@ecom.in,9.17542E+11,Bangalore,"Flat 415, Block A, Bangalore",P3531,Cookbook,Groceries,MegaMart,4,5022.28,10.94,57,17948.37,Credit Card,Pending,05-04-2025,1,,Laptop
R0454,CR1305,C1005,S. Patel,spatel@shop.in,9.18733E+11,Pune,"Flat 437, Block D, Pune",P2811,Yoga Mat,Clothing,EcomStore,1,12555.96,12.35,112,11117.3,Credit Card,Delivered,08-02-2025,,FREESHIP,Tablet
R0455,CR2701,C1048,A. Sharma,asharma@ecom.in,9.1687E+11,Bangalore,"Flat 239, Block E, Bangalore",P1213,Yoga Mat,Books,MegaMart,3,7629.79,19.71,37,18414.88,UPI,Delivered,27-05-2025,,FESTIVE20,Laptop
R0456,CR4084,C1015,D. Kumar,dkumar@ecom.in,9.18295E+11,Chennai,"Flat 30, Block C, Chennai",P3567,Face Cream,Books,DealHub,3,6687.33,23.17,54,15467.63,Net Banking,Cancelled,22-05-2025,,FREESHIP,Tablet
R0457,CR2790,C1008,Deepa Iyer,deepaiyer@ecom.in,9.16555E+11,Lucknow,"Flat 288, Block B, Lucknow",P2593,Shirt,Clothing,MegaMart,3,9268.29,10.64,52,24898.43,COD,Pending,21-08-2025,3,FESTIVE20,Tablet
R0458,CR7451,C1014,K. Mehta,kmehta@ecom.in,9.18833E+11,Noida,"Flat 490, Block A, Noida",P1987,Lamp,Home Decor,EcomStore,4,11102.95,12.43,39,38930.41,Debit Card,Cancelled,09-08-2025,2,FREESHIP,Mobile
R0459,CR9523,C1021,K. Mehta,kmehta@mail.in,9.16617E+11,Delhi,"Flat 78, Block C, Delhi",P3944,Lamp,Home Decor,DealHub,1,5229.44,17.57,89,4399.63,Debit Card,Cancelled,27-02-2025,3,,Laptop
R0460,CR2634,C1046,Kumar Mehta,kumarmehta@mail.in,9.17496E+11,Delhi,"Flat 260, Block C, Delhi",P3138,Shirt,Beauty,EcomStore,3,11774.11,29.2,57,25065.21,Debit Card,Pending,15-04-2025,3,FESTIVE20,Tablet
R0461,CR4555,C1030,Sneha P.,snehap@gmail.com,9.16633E+11,Hyderabad,"Flat 49, Block C, Hyderabad",P3827,Shirt,Clothing,DealHub,2,6496.38,23.89,17,9905.79,UPI,Pending,01-05-2025,5,,Mobile
R0462,CR1400,C1023,R. Kumar,rkumar@ecom.in,9.19318E+11,Noida,"Flat 295, Block B, Noida",P1168,Lamp,Books,DealHub,3,8935.75,9.8,72,24252.14,Credit Card,Pending,06-04-2025,,NEWUSER10,Mobile
R0463,CR6153,C1038,Amit Sharma,amitsharma@gmail.com,9.16736E+11,Kolkata,"Flat 168, Block A, Kolkata",P3371,Cookbook,Home Decor,MegaMart,4,5083.55,25.2,112,15321.98,Credit Card,Delivered,15-06-2025,2,,Laptop
R0464,CR1016,C1076,Ravindra K.,ravindrak@gmail.com,9.19276E+11,Kolkata,"Flat 393, Block E, Kolkata",P2255,Lamp,Beauty,DealHub,4,3612.15,16.75,76,12104.46,Credit Card,Cancelled,09-09-2025,4,FESTIVE20,Tablet
R0465,CR4249,C1020,Diya K.,diyak@mail.in,9.17991E+11,Delhi,"Flat 271, Block D, Delhi",P1219,Lamp,Home Decor,EcomStore,4,2649.92,15.07,51,9053.31,UPI,Pending,26-04-2025,5,NEWUSER10,Tablet
R0466,CR3882,C1070,Kumar Mehta,kumarmehta@ecom.in,9.16632E+11,Pune,"Flat 214, Block B, Pune",P2589,Face Cream,Clothing,ShopKart,3,5161.3,6.05,1,14548.12,Debit Card,Pending,19-07-2025,5,,Laptop
R0467,CR8179,C1000,Sneha Patel,snehapatel@gmail.com,9.19556E+11,Lucknow,"Flat 427, Block A, Lucknow",P1720,Shirt,Clothing,DealHub,2,13538.12,8.15,3,24872.53,Net Banking,Pending,20-07-2025,2,NEWUSER10,Tablet
R0468,CR1770,C1000,Kumar M.,kumarm@gmail.com,9.18015E+11,Hyderabad,"Flat 270, Block A, Hyderabad",P1526,Cookbook,Clothing,EcomStore,1,7457.19,12.92,148,6641.72,Credit Card,Delivered,26-03-2025,,FESTIVE20,Tablet
R0469,CR9700,C1035,Deepa Iyer,deepaiyer@ecom.in,9.17726E+11,Noida,"Flat 413, Block B, Noida",P2469,Shirt,Groceries,MegaMart,3,1812.78,11.27,134,4959.44,COD,Cancelled,15-02-2025,4,FESTIVE20,Tablet
R0470,CR4044,C1061,A. Sharma,asharma@gmail.com,9.19403E+11,Kolkata,"Flat 437, Block A, Kolkata",P1106,Wireless Headphones,Clothing,EcomStore,1,13390.69,20.9,85,10677.04,UPI,Pending,03-05-2025,,,Laptop
R0471,CR1848,C1000,Ravindra K.,ravindrak@shop.in,9.19576E+11,Kolkata,"Flat 466, Block A, Kolkata",P2699,Shirt,Clothing,DealHub,2,1348.41,8.63,0,2464.08,COD,Delivered,06-09-2025,4,NEWUSER10,Laptop
R0472,CR5923,C1057,A. Sharma,asharma@shop.in,9.1662E+11,Bangalore,"Flat 238, Block E, Bangalore",P1078,Yoga Mat,Home Decor,DealHub,1,9208.58,28.76,9,6569.19,UPI,Delivered,15-09-2025,4,,Tablet
R0473,CR9724,C1024,Amith S.,amiths@shop.in,9.19368E+11,Delhi,"Flat 185, Block A, Delhi",P3031,Yoga Mat,Clothing,MegaMart,2,4781.63,20.42,97,7707.44,Credit Card,Delivered,02-02-2025,2,FREESHIP,Mobile
R0474,CR9699,C1003,Sneha P.,snehap@shop.in,9.17201E+11,Kolkata,"Flat 359, Block E, Kolkata",P3590,Wireless Headphones,Beauty,EcomStore,3,14558.78,18.79,112,35581.56,Debit Card,Cancelled,15-07-2025,,FESTIVE20,Mobile
R0475,CR2310,C1000,Kumar M.,kumarm@mail.in,9.17514E+11,Kolkata,"Flat 450, Block B, Kolkata",P2140,Cookbook,Home Decor,DealHub,4,1992,26.62,66,5912.92,Net Banking,Pending,18-04-2025,5,FREESHIP,Mobile
R0476,CR7193,C1047,Sneha P.,snehap@ecom.in,9.18271E+11,Hyderabad,"Flat 413, Block A, Hyderabad",P1951,Cookbook,Groceries,EcomStore,3,11574.91,19.79,82,27934.71,Net Banking,Delivered,17-08-2025,5,FESTIVE20,Tablet
R0477,CR7441,C1033,Amit Sharma,amitsharma@mail.in,9.18958E+11,Pune,"Flat 66, Block A, Pune",P2987,Cookbook,Groceries,EcomStore,1,13053.9,20.99,79,10392.89,UPI,Delivered,27-02-2025,4,NEWUSER10,Tablet
R0478,CR6931,C1031,Kumar Mehta,kumarmehta@ecom.in,9.19176E+11,Noida,"Flat 229, Block D, Noida",P3848,Shirt,Beauty,DealHub,4,3580.86,15.58,144,12235.85,Net Banking,Pending,07-03-2025,3,FREESHIP,Mobile
R0479,CR4183,C1051,Sanjay I.,sanjayi@ecom.in,9.1997E+11,Bangalore,"Flat 347, Block E, Bangalore",P3531,Wireless Headphones,Beauty,MegaMart,3,4642.84,23.91,7,10605.21,Debit Card,Delivered,25-08-2025,5,FREESHIP,Mobile
R0480,CR6203,C1014,Sneha P.,snehap@ecom.in,9.19125E+11,Mumbai,"Flat 106, Block B, Mumbai",P1841,Lamp,Clothing,EcomStore,3,9583.65,26.09,140,21389.83,Credit Card,Pending,06-01-2025,1,,Tablet
R0481,CR5016,C1057,Ravindra K.,ravindrak@shop.in,9.17319E+11,Delhi,"Flat 217, Block B, Delhi",P1893,Cookbook,Electronics,DealHub,4,2126.88,7.03,22,7931.44,COD,Pending,26-05-2025,4,,Tablet
R0482,CR1130,C1067,A. Sharma,asharma@mail.in,9.19232E+11,Hyderabad,"Flat 135, Block C, Hyderabad",P3568,Face Cream,Electronics,DealHub,4,6741.07,21.11,84,21356.12,UPI,Delivered,09-07-2025,1,NEWUSER10,Mobile
R0483,CR5349,C1060,Sneha Patel,snehapatel@ecom.in,9.18609E+11,Pune,"Flat 431, Block E, Pune",P1375,Lamp,Groceries,DealHub,1,9128.96,10.08,47,8255.76,Debit Card,Pending,16-05-2025,4,FREESHIP,Laptop
R0484,CR6543,C1058,Sneha P.,snehap@ecom.in,9.16911E+11,Noida,"Flat 209, Block E, Noida",P1637,Wireless Headphones,Home Decor,DealHub,2,6357.84,7.34,109,11891.35,Debit Card,Pending,21-01-2025,,,Tablet
R0485,CR3928,C1065,Sanjay Iyer,sanjayiyer@shop.in,9.17866E+11,Hyderabad,"Flat 413, Block B, Hyderabad",P1459,Wireless Headphones,Home Decor,ShopKart,3,4784.43,9.91,87,13017.88,Net Banking,Cancelled,17-08-2025,5,FESTIVE20,Mobile
R0486,CR9551,C1005,Sneha Patel,snehapatel@ecom.in,9.18967E+11,Hyderabad,"Flat 283, Block E, Hyderabad",P3620,Shirt,Groceries,EcomStore,1,6294.46,5.48,132,6081.52,UPI,Delivered,13-02-2025,,,Tablet
R0487,CR5268,C1001,Amit Sharma,amitsharma@shop.in,9.1783E+11,Lucknow,"Flat 377, Block A, Lucknow",P2774,Yoga Mat,Clothing,DealHub,1,11915.31,7.88,0,10976.38,Debit Card,Pending,01-09-2025,3,NEWUSER10,Tablet
R0488,CR4999,C1042,S. Iyer,siyer@shop.in,9.16351E+11,Delhi,"Flat 428, Block E, Delhi",P3202,Lamp,Books,DealHub,4,12796.16,18.93,134,41629.39,Debit Card,Delivered,11-07-2025,3,FESTIVE20,Tablet
R0489,CR1209,C1006,Sneha Patel,snehapatel@gmail.com,9.16179E+11,Kolkata,"Flat 430, Block C, Kolkata",P3491,Face Cream,Beauty,MegaMart,3,8553.74,28.81,72,18340.22,UPI,Cancelled,18-01-2025,3,,Tablet
R0490,CR3021,C1005,Ravi Kumar,ravikumar@shop.in,9.17287E+11,Lucknow,"Flat 329, Block E, Lucknow",P2063,Lamp,Clothing,ShopKart,3,8395.89,13.67,23,21767.52,Debit Card,Cancelled,01-03-2025,5,NEWUSER10,Laptop
R0491,CR3737,C1044,Diya K.,diyak@ecom.in,9.19001E+11,Mumbai,"Flat 188, Block B, Mumbai",P3304,Lamp,Clothing,EcomStore,3,12743.96,23.97,128,29195.7,UPI,Delivered,20-01-2025,,FREESHIP,Tablet
R0492,CR8017,C1009,Diya K.,diyak@mail.in,9.19827E+11,Bangalore,"Flat 318, Block C, Bangalore",P2716,Lamp,Clothing,MegaMart,4,4902.86,10.8,122,17615.4,UPI,Cancelled,02-01-2025,3,NEWUSER10,Mobile
R0493,CR1130,C1013,Deepa Iyer,deepaiyer@shop.in,9.16561E+11,Noida,"Flat 160, Block A, Noida",P2767,Cookbook,Groceries,EcomStore,4,4558.07,5.34,46,17304.68,Debit Card,Pending,10-02-2025,,FESTIVE20,Mobile
R0494,CR4120,C1066,Deepa Iyer,deepaiyer@shop.in,9.18807E+11,Lucknow,"Flat 319, Block A, Lucknow",P1473,Wireless Headphones,Home Decor,DealHub,3,6000.95,17.83,128,14920.94,Net Banking,Delivered,19-06-2025,5,FESTIVE20,Mobile
R0495,CR5852,C1008,Ravi Kumar,ravikumar@gmail.com,9.18518E+11,Delhi,"Flat 22, Block A, Delhi",P2612,Shirt,Beauty,MegaMart,4,12124.13,9.04,127,44239.43,COD,Pending,08-08-2025,1,NEWUSER10,Mobile
R0496,CR6003,C1053,R. Kumar,rkumar@ecom.in,9.17539E+11,Mumbai,"Flat 122, Block B, Mumbai",P3560,Lamp,Electronics,MegaMart,2,2700.79,16.67,66,4567.14,Credit Card,Cancelled,17-08-2025,1,NEWUSER10,Laptop
R0497,CR7659,C1054,D. Kumar,dkumar@mail.in,9.16007E+11,Hyderabad,"Flat 413, Block A, Hyderabad",P1510,Face Cream,Books,DealHub,3,10084.33,24.46,102,22955.11,COD,Delivered,16-01-2025,,FESTIVE20,Laptop
R0498,CR7194,C1001,Deepa Iyer,deepaiyer@gmail.com,9.17516E+11,Mumbai,"Flat 305, Block B, Mumbai",P2753,Face Cream,Home Decor,EcomStore,4,805.13,6.95,13,3009.69,Credit Card,Cancelled,09-08-2025,3,,Tablet
R0499,CR6892,C1052,Sanjay I.,sanjayi@ecom.in,9.16113E+11,Chennai,"Flat 96, Block B, Chennai",P1489,Wireless Headphones,Clothing,EcomStore,1,7542.6,15.77,75,6428.13,COD,Cancelled,12-06-2025,2,FREESHIP,Mobile
